epoch,loss,accuracy,precision,recall,prc,val_loss,val_accuracy,val_precision,val_recall,val_prc,lr
1,0.3771340847015381,0.5745018124580383,0.8803654313087463,0.24732035398483276,0.6251668334007263,0.6904208660125732,0.09125000238418579,0.6987951993942261,0.009062499739229679,0.11125334352254868,0.001
2,0.30106472969055176,0.7299026250839233,0.9235981702804565,0.42179951071739197,0.805890679359436,0.8237826824188232,0.07531250268220901,0.08449894934892654,0.06890624761581421,0.10367525368928909,0.001
3,0.27647116780281067,0.7920629382133484,0.9448708295822144,0.5087560415267944,0.8674975037574768,0.560915470123291,0.29078125953674316,0.3892248570919037,0.1106249988079071,0.2400248795747757,0.001
4,0.2579743266105652,0.8400890827178955,0.9610633850097656,0.5785024166107178,0.9115470051765442,0.30916690826416016,0.7176562547683716,0.921897292137146,0.4039062559604645,0.7897418141365051,0.001
5,0.2471352517604828,0.8682065010070801,0.9688469171524048,0.6250188946723938,0.9344556331634521,0.35977256298065186,0.5846874713897705,0.7248950600624084,0.35078126192092896,0.6243606209754944,0.001
6,0.2358168512582779,0.8983620405197144,0.9772384762763977,0.6732714176177979,0.9564535617828369,0.4762716293334961,0.4281249940395355,0.5584536790847778,0.1873437464237213,0.3815627098083496,0.001
7,0.22878994047641754,0.9163836240768433,0.9823179244995117,0.7034457921981812,0.9679926633834839,0.43709346652030945,0.48374998569488525,0.8011327981948853,0.19890624284744263,0.49239999055862427,0.001
8,0.22191692888736725,0.935443103313446,0.9878621101379395,0.7387341260910034,0.9788914918899536,0.3039695620536804,0.7354687452316284,0.8963619470596313,0.4581249952316284,0.793784499168396,0.001
9,0.21635322272777557,0.9502755403518677,0.9906339049339294,0.7664364576339722,0.9855160117149353,0.4812104403972626,0.4778124988079071,0.5092382431030273,0.24546875059604645,0.370695561170578,0.001
10,0.21145035326480865,0.9613715410232544,0.9936323761940002,0.7950633764266968,0.9910547137260437,0.3082317113876343,0.7315624952316284,0.8779931664466858,0.48124998807907104,0.7852612733840942,0.001
11,0.2065197378396988,0.97486412525177,0.99611496925354,0.8273701667785645,0.9951240420341492,0.35764750838279724,0.635937511920929,0.8949379324913025,0.2928124964237213,0.6875300407409668,0.001
12,0.20346862077713013,0.981468915939331,0.9975362420082092,0.8480902910232544,0.9968792200088501,0.3012952506542206,0.7306249737739563,0.8569051623344421,0.4828124940395355,0.7490407824516296,0.001
13,0.2016024887561798,0.9843372702598572,0.9977235794067383,0.8601675629615784,0.9977225661277771,0.3854345381259918,0.5896875262260437,0.8014649152755737,0.32484376430511475,0.6099503636360168,0.001
14,0.19920413196086884,0.9890171885490417,0.9987989068031311,0.8787741661071777,0.9987540245056152,0.2952837646007538,0.7596874833106995,0.898383378982544,0.48625001311302185,0.806821882724762,0.001
15,0.19745159149169922,0.9903570413589478,0.9991539716720581,0.891474187374115,0.9992370009422302,0.3255600333213806,0.6957812309265137,0.8689528703689575,0.44343748688697815,0.7435393929481506,0.001
16,0.19606830179691315,0.9928479790687561,0.9991851449012756,0.9024381041526794,0.9993848204612732,0.3354959785938263,0.6832812428474426,0.8984935283660889,0.39140623807907104,0.7420661449432373,0.001
17,0.19523915648460388,0.9931310415267944,0.9992967247962952,0.9117036461830139,0.999390721321106,0.3162122070789337,0.7142187356948853,0.8768723607063293,0.4573437571525574,0.7689835429191589,0.001
18,0.1943468302488327,0.9944142699241638,0.9993630647659302,0.9178366661071777,0.9995337724685669,0.29609057307243347,0.762499988079071,0.9070572853088379,0.5321875214576721,0.8197133541107178,0.001
19,0.1945156753063202,0.9928290843963623,0.9993219971656799,0.9178932905197144,0.9994907975196838,0.3223380148410797,0.7026562690734863,0.9145330190658569,0.39625000953674316,0.763285756111145,0.001
20,0.19397620856761932,0.9940745830535889,0.9992018342018127,0.9213088750839233,0.9995049834251404,0.29444214701652527,0.7667187452316284,0.9081544876098633,0.4959374964237213,0.817607045173645,0.001
21,0.1933550238609314,0.9935839176177979,0.9994096755981445,0.9264983534812927,0.9996100068092346,0.34554439783096313,0.6571875214576721,0.8797891139984131,0.39109376072883606,0.7061672806739807,0.001
22,0.19314393401145935,0.9939047694206238,0.9993513226509094,0.9303102493286133,0.9995911717414856,0.33381927013397217,0.6520312428474426,0.8340943455696106,0.4281249940395355,0.7190974950790405,0.001
23,0.19193384051322937,0.9950747489929199,0.9992781281471252,0.9404438138008118,0.9996516108512878,0.3698660731315613,0.5848437547683716,0.8504011034965515,0.2815625071525574,0.6338841319084167,0.001
24,0.19186890125274658,0.9947916865348816,0.9995788931846619,0.9406136870384216,0.9997478127479553,0.3123404383659363,0.71484375,0.870386004447937,0.48265624046325684,0.7630667090415955,0.001
25,0.19182145595550537,0.9939991235733032,0.9994387030601501,0.9408401250839233,0.9996865391731262,0.2995442748069763,0.7587500214576721,0.888479471206665,0.5651562213897705,0.8118781447410583,0.001
26,0.19126564264297485,0.9955653548240662,0.9995416402816772,0.9464447498321533,0.9997692704200745,0.2966916561126709,0.7610937356948853,0.905885636806488,0.5098437666893005,0.8114726543426514,0.001
27,0.19122888147830963,0.9946407079696655,0.9993424415588379,0.9464447498321533,0.9996779561042786,0.3059634268283844,0.7323437333106995,0.8797714710235596,0.5293750166893005,0.7824514508247375,0.00080000004
28,0.18880128860473633,0.9977355003356934,0.9996106028556824,0.9688254594802856,0.9998980760574341,0.3031255006790161,0.7482812404632568,0.8874359130859375,0.5407812595367432,0.8064815998077393,0.00080000004
29,0.18736860156059265,0.9990187287330627,0.9999421834945679,0.9792798757553101,0.999983549118042,0.29385796189308167,0.7626562714576721,0.8982564806938171,0.5876562595367432,0.8274742960929871,0.00080000004
30,0.18735654652118683,0.998641312122345,0.9998844265937805,0.9794119596481323,0.9999768733978271,0.30144497752189636,0.7567187547683716,0.883983314037323,0.5631250143051147,0.8010282516479492,0.00080000004
31,0.18703965842723846,0.9991130828857422,0.9997885823249817,0.9817330837249756,0.9999731183052063,0.3252282440662384,0.7043750286102295,0.893711268901825,0.4729687571525574,0.7629918456077576,0.00080000004
32,0.18882398307323456,0.9961692094802856,0.9994535446166992,0.9664288759231567,0.9997707009315491,0.31800776720046997,0.7159374952316284,0.87285315990448,0.4923437535762787,0.7722377777099609,0.00080000004
33,0.18871301412582397,0.9966976046562195,0.9996100664138794,0.9674479365348816,0.9998648166656494,0.3047327697277069,0.7439062595367432,0.886733889579773,0.5357812643051147,0.7999022603034973,0.00080000004
34,0.18862205743789673,0.9970183968544006,0.9995326399803162,0.9686556458473206,0.9997786283493042,0.32566630840301514,0.6976562738418579,0.8794732093811035,0.47999998927116394,0.7640916705131531,0.00080000004
35,0.18792998790740967,0.9977732300758362,0.9995546340942383,0.9741092920303345,0.9999006986618042,0.31081801652908325,0.7314062714576721,0.8741240501403809,0.5262500047683716,0.7804749608039856,0.00080000004
36,0.1888856440782547,0.9963201880455017,0.9994334578514099,0.9653909802436829,0.9998255372047424,0.39962413907051086,0.582812488079071,0.7310872673988342,0.37296876311302185,0.5384422540664673,0.00064000004
37,0.1867498755455017,0.9989432096481323,0.9998273253440857,0.9833559989929199,0.9999784231185913,0.30921638011932373,0.7451562285423279,0.872154951095581,0.5628125071525574,0.7794154286384583,0.00064000004
38,0.1860804706811905,0.9991697072982788,0.9996951222419739,0.9900362491607666,0.9999574422836304,0.2990964353084564,0.7668750286102295,0.8879191279411316,0.6040624976158142,0.8194246292114258,0.00064000004
39,0.18553690612316132,0.999660313129425,0.9999620318412781,0.9933574795722961,0.9999980330467224,0.3104265332221985,0.7418749928474426,0.8801386952400208,0.5553125143051147,0.7945922017097473,0.00064000004
40,0.18563467264175415,0.9995659589767456,0.9999619722366333,0.991828978061676,0.9999968409538269,0.290302574634552,0.7796875238418579,0.8934820890426636,0.6382812261581421,0.8302274346351624,0.00064000004
41,0.18620052933692932,0.998792290687561,0.9997324347496033,0.9871867299079895,0.9999473690986633,0.3044460415840149,0.7584375143051147,0.8869585990905762,0.5823437571525574,0.8074461817741394,0.00064000004
42,0.1861632913351059,0.9990564584732056,0.9997707605361938,0.9877151250839233,0.9999432563781738,0.3199431598186493,0.7204687595367432,0.855803906917572,0.5564062595367432,0.7751767039299011,0.00064000004
43,0.1870620995759964,0.9973958134651184,0.9997112154960632,0.9798837304115295,0.9998785257339478,0.3970717489719391,0.5448437333106995,0.8100254535675049,0.34843748807907104,0.6015365719795227,0.00064000004
44,0.18775658309459686,0.9963201880455017,0.9994586706161499,0.9756000638008118,0.9998602867126465,0.3134012520313263,0.7321875095367432,0.8832615613937378,0.5450000166893005,0.7842245101928711,0.00064000004
45,0.1868487298488617,0.9982450008392334,0.9998078346252441,0.9819217920303345,0.9999597072601318,0.3154413104057312,0.7289062738418579,0.8615687489509583,0.5475000143051147,0.7570934891700745,0.00064000004
46,0.1861465871334076,0.9987167716026306,0.9997708797454834,0.9882057905197144,0.9999617338180542,0.3057429790496826,0.7428125143051147,0.8705002069473267,0.5818750262260437,0.7928542494773865,0.00064000004
47,0.1863475888967514,0.9984337091445923,0.9997893571853638,0.985224187374115,0.9999599456787109,0.30469638109207153,0.74609375,0.8682274222373962,0.6084374785423279,0.7949484586715698,0.00051200006
48,0.18548139929771423,0.9993395209312439,0.9998859763145447,0.9929234385490417,0.9999578595161438,0.3078005611896515,0.7459375262260437,0.880565881729126,0.5932812690734863,0.7950950860977173,0.00051200006
49,0.18495230376720428,0.9997735619544983,0.9999810457229614,0.9963957071304321,0.9999980926513672,0.30053189396858215,0.770312488079071,0.8798054456710815,0.5935937762260437,0.8048903346061707,0.00051200006
50,0.1849275529384613,0.9996792078018188,0.9999242424964905,0.9963013529777527,0.9999728798866272,0.2974633574485779,0.7740625143051147,0.8851909637451172,0.6192187666893005,0.8180127143859863,0.00051200006
51,0.18526165187358856,0.9993206262588501,0.9998671412467957,0.9939424991607666,0.9999930262565613,0.2925792336463928,0.7778124809265137,0.8880451321601868,0.6395312547683716,0.8287806510925293,0.00051200006
52,0.18497398495674133,0.9995659589767456,0.9999052882194519,0.9961503744125366,0.999991238117218,0.3015559911727905,0.7615625262260437,0.8794071674346924,0.6118749976158142,0.8118624687194824,0.00051200006
53,0.18526896834373474,0.999150812625885,0.9997531175613403,0.993395209312439,0.9998522996902466,0.35257571935653687,0.6518750190734863,0.8863210678100586,0.44343748688697815,0.7125276923179626,0.00051200006
54,0.18574196100234985,0.9986790418624878,0.9998664855957031,0.9894512295722961,0.9999275207519531,0.3021320700645447,0.7610937356948853,0.8775919675827026,0.6150000095367432,0.8123222589492798,0.00040960003
55,0.18497991561889648,0.9995282292366028,0.9999431371688843,0.9956219792366028,0.9999822974205017,0.31167542934417725,0.7364062666893005,0.8736470937728882,0.5423437356948853,0.7741898894309998,0.00040960003
56,0.18481631577014923,0.999641478061676,0.9998863935470581,0.996584415435791,0.9999970197677612,0.3214573562145233,0.7214062213897705,0.8659716844558716,0.5451562404632568,0.7721519470214844,0.00040960003
57,0.18478813767433167,0.9996980428695679,0.999943196773529,0.9968108534812927,0.9999988079071045,0.2977388799190521,0.7698437571525574,0.8844922184944153,0.6042187213897705,0.8182280659675598,0.00040960003
58,0.1845865100622177,0.9999056458473206,0.9999811053276062,0.9979053735733032,0.9999996423721313,0.29051604866981506,0.7884374856948853,0.8854100108146667,0.6495312452316284,0.8287431597709656,0.00040960003
59,0.1844356507062912,1.0,1.0,0.9988488554954529,1.0000001192092896,0.33345451951026917,0.7112500071525574,0.8471720814704895,0.550000011920929,0.7361589670181274,0.00040960003
60,0.1844874620437622,0.9998867511749268,0.9999811053276062,0.9984337091445923,1.0,0.2890796661376953,0.7925000190734863,0.8934619426727295,0.6512500047683716,0.8455026149749756,0.00040960003
61,0.1852535456418991,0.9988866448402405,0.999752938747406,0.9927725195884705,0.9998895525932312,0.3065357506275177,0.7632812261581421,0.874351441860199,0.6056249737739563,0.7938520908355713,0.00040960003
62,0.1861027181148529,0.9979997277259827,0.9997321367263794,0.9860922694206238,0.9999602437019348,0.30142033100128174,0.7587500214576721,0.8692923784255981,0.6276562213897705,0.8056496381759644,0.00040960003
63,0.18500371277332306,0.9996036887168884,0.9999430775642395,0.9944708347320557,0.9999971389770508,0.2959851920604706,0.7815625071525574,0.8730899691581726,0.6428124904632568,0.8159528970718384,0.00040960003
64,0.18471433222293854,0.9997358322143555,0.9999810457229614,0.996584415435791,0.9999993443489075,0.29533711075782776,0.7856249809265137,0.8767842054367065,0.6526562571525574,0.8221162557601929,0.00040960003
65,0.18476323783397675,0.9996792078018188,0.9999242424964905,0.99660325050354,0.9999962449073792,0.2983042001724243,0.7796875238418579,0.8829787373542786,0.6225000023841858,0.8110597133636475,0.00040960003
66,0.18456138670444489,0.9998679161071777,0.9999811053276062,0.9975467920303345,0.9999992847442627,0.29163822531700134,0.7868750095367432,0.8843045234680176,0.6496875286102295,0.8294270038604736,0.00040960003
67,0.18468640744686127,0.9995282292366028,0.9998485445976257,0.9966787695884705,0.9999776482582092,0.2995661795139313,0.7684375047683716,0.8844964504241943,0.625781238079071,0.8065048456192017,0.00032768003
68,0.1845274716615677,0.9998301863670349,0.9999811053276062,0.9976034164428711,0.9999985694885254,0.29953625798225403,0.7734375,0.888051450252533,0.6259375214576721,0.8153483271598816,0.00032768003
69,0.1845448762178421,0.9996036887168884,0.9999054074287415,0.9974901676177979,0.999993085861206,0.3387756645679474,0.7014062404632568,0.826118528842926,0.5337499976158142,0.7159827947616577,0.00032768003
70,0.18474537134170532,0.999509334564209,0.9999052882194519,0.9958861470222473,0.9999231100082397,0.30929723381996155,0.7471874952316284,0.873440682888031,0.6017187237739563,0.795913815498352,0.00032768003
71,0.18455395102500916,0.9997735619544983,0.9999054074287415,0.9973958134651184,0.9999973773956299,0.3138013184070587,0.7509375214576721,0.8654062747955322,0.600781261920929,0.7866179347038269,0.00032768003
72,0.1843431144952774,0.9999056458473206,1.0,0.9986035823822021,1.0,0.3015720844268799,0.7626562714576721,0.8785109519958496,0.6157812476158142,0.8103432059288025,0.00032768003
73,0.18428835272789001,0.9999811053276062,1.0,0.9990941882133484,1.0,0.295074462890625,0.7842187285423279,0.8926427960395813,0.6274999976158142,0.825932502746582,0.00032768003
74,0.18423819541931152,0.9999622702598572,1.0,0.9992640614509583,1.0,0.2893141508102417,0.7951562404632568,0.8931977152824402,0.6585937738418579,0.8384528160095215,0.00026214402
75,0.18424655497074127,0.9999433755874634,1.0,0.999150812625885,1.0,0.290849506855011,0.7896875143051147,0.8805722594261169,0.6635937690734863,0.8280112743377686,0.00026214402
76,0.18417716026306152,1.0,1.0,0.9995848536491394,1.0,0.2892904579639435,0.7915624976158142,0.8918975591659546,0.6639062762260437,0.8415360450744629,0.00026214402
77,0.18415063619613647,1.0,1.0,0.9996980428695679,0.9999999403953552,0.29242968559265137,0.792187511920929,0.8874788284301758,0.6556249856948853,0.8276227116584778,0.00026214402
78,0.1845455765724182,0.9994338750839233,0.9999054074287415,0.9972071051597595,0.9999979138374329,0.305535227060318,0.7674999833106995,0.8735632300376892,0.6293749809265137,0.7987031936645508,0.00026214402
79,0.1843467801809311,0.9998867511749268,1.0,0.9982638955116272,0.9999998807907104,0.31547558307647705,0.7431250214576721,0.8738974928855896,0.5728124976158142,0.7640907764434814,0.00026214402
80,0.18487854301929474,0.9991319179534912,0.9997343420982361,0.9943010210990906,0.9999107718467712,0.29943081736564636,0.7767187356948853,0.8698338270187378,0.6379687786102295,0.8056284785270691,0.00026214402
81,0.184391587972641,0.9998112916946411,0.9999811053276062,0.9981695413589478,0.9999992251396179,0.28742295503616333,0.7965624928474426,0.8857083320617676,0.6623437404632568,0.8296729326248169,0.00026214402
82,0.18433745205402374,0.9997546672821045,0.9999244213104248,0.998641312122345,0.9999969005584717,0.30673253536224365,0.7559375166893005,0.8833183646202087,0.6139062643051147,0.8041535019874573,0.00026214402
83,0.18436574935913086,0.9997358322143555,0.9999432563781738,0.9981129169464111,0.9999992847442627,0.28759145736694336,0.7956249713897705,0.8876774311065674,0.6742187738418579,0.8252710103988647,0.00026214402
84,0.18421652913093567,0.9999433755874634,1.0,0.9993961453437805,1.0000001192092896,0.290366530418396,0.79296875,0.8914777636528015,0.6635937690734863,0.8262057304382324,0.00026214402
85,0.1842288076877594,0.9999245405197144,1.0,0.9991130828857422,1.0,0.29473045468330383,0.7818750143051147,0.8808256983757019,0.6467187404632568,0.8116614818572998,0.00026214402
86,0.18452796339988708,0.9994149804115295,0.9999053478240967,0.9967542290687561,0.9999973773956299,0.29732823371887207,0.7782812714576721,0.8826068043708801,0.6390625238418579,0.8202328085899353,0.00026214402
87,0.18423357605934143,0.9999433755874634,0.9999811053276062,0.9991319179534912,0.9999852180480957,0.3022245168685913,0.7639062404632568,0.8810955286026001,0.6182812452316284,0.8040825724601746,0.00026214402
88,0.18420208990573883,0.9999433755874634,0.9999811053276062,0.9991885423660278,0.999999463558197,0.2919900715351105,0.7932812571525574,0.8834547400474548,0.663281261920929,0.8282408118247986,0.00020971522
89,0.1841251105070114,1.0,1.0,0.9996792078018188,1.0000001192092896,0.2856786549091339,0.8034374713897705,0.8952481746673584,0.6623437404632568,0.8383274078369141,0.00020971522
90,0.1840873807668686,0.9999811053276062,1.0,0.9998301863670349,1.0,0.29278042912483215,0.7893750071525574,0.8843990564346313,0.6634374856948853,0.8238438367843628,0.00020971522
91,0.18409143388271332,0.9999811053276062,1.0,0.9997169375419617,0.9999999403953552,0.2873181104660034,0.8028125166893005,0.8944944739341736,0.6676562428474426,0.8385776281356812,0.00020971522
92,0.18407562375068665,1.0,1.0,0.9998679161071777,1.0,0.2896507978439331,0.7995312213897705,0.8890274167060852,0.6684374809265137,0.8403183817863464,0.00020971522
93,0.18410666286945343,0.9999811053276062,0.9999811053276062,0.9993584156036377,0.9999998807907104,0.2950895130634308,0.78125,0.8994697332382202,0.6360937356948853,0.8236911296844482,0.00020971522
94,0.18414290249347687,0.9999622702598572,1.0,0.9993017911911011,1.0,0.29169508814811707,0.7906249761581421,0.8960872292518616,0.6548437476158142,0.8369733095169067,0.00020971522
95,0.18416495621204376,0.9999245405197144,1.0,0.9990941882133484,0.9999998807907104,0.29709985852241516,0.7831249833106995,0.8850451111793518,0.6435937285423279,0.8173177242279053,0.00020971522
96,0.18434254825115204,0.9996792078018188,0.9998865127563477,0.9976788759231567,0.9999910593032837,0.2935202121734619,0.7904687523841858,0.8793032169342041,0.6625000238418579,0.8187545537948608,0.00016777217
97,0.1841498464345932,0.9999811053276062,1.0,0.9991697072982788,0.9999999403953552,0.2887195348739624,0.7990624904632568,0.8877887725830078,0.6725000143051147,0.8256645202636719,0.00016777217
98,0.18409745395183563,0.9999433755874634,0.9999811053276062,0.9996225833892822,0.9999998211860657,0.29173099994659424,0.7923437356948853,0.8866456151008606,0.6587499976158142,0.833687424659729,0.00016777217
99,0.18408328294754028,0.9999811053276062,1.0,0.9996036887168884,1.0,0.29146328568458557,0.7901562452316284,0.8892879486083984,0.6576562523841858,0.8209120035171509,0.00016777217
100,0.18404428660869598,1.0,1.0,0.9998490214347839,1.0,0.28954648971557617,0.7965624928474426,0.8915712833404541,0.6693750023841858,0.8313391208648682,0.00016777217
101,0.18403981626033783,1.0,1.0,0.9998490214347839,1.0,0.34952017664909363,0.6859375238418579,0.8443983197212219,0.5087500214576721,0.7113800644874573,0.00016777217
102,0.18406638503074646,1.0,1.0,0.999660313129425,1.0,0.2877167761325836,0.7998437285423279,0.8958767056465149,0.6721875071525574,0.842462420463562,0.00016777217
103,0.18407055735588074,0.9999811053276062,0.9999811053276062,0.999660313129425,0.9999998807907104,0.2879958748817444,0.800000011920929,0.8911550641059875,0.6690624952316284,0.841321587562561,0.00013421774
104,0.18402382731437683,1.0,1.0,0.9998112916946411,1.0000001192092896,0.29080930352211,0.7946875095367432,0.8896624445915222,0.6589062213897705,0.8310478925704956,0.00013421774
105,0.18401646614074707,1.0,1.0,0.9999056458473206,1.0000001192092896,0.28810441493988037,0.8009374737739563,0.8919708132743835,0.6682812571525574,0.8465489149093628,0.00013421774
106,0.18401770293712616,1.0,1.0,0.9998867511749268,0.9999999403953552,0.2901889979839325,0.7967187762260437,0.8920237421989441,0.657031238079071,0.8340309858322144,0.00013421774
107,0.18400384485721588,1.0,1.0,0.9999433755874634,1.0000001192092896,0.28967908024787903,0.7971875071525574,0.8898429274559021,0.6639062762260437,0.8306528925895691,0.00013421774
108,0.18400108814239502,1.0,1.0,0.9999622702598572,1.0,0.2879796028137207,0.7993749976158142,0.8979678153991699,0.6628124713897705,0.8367698788642883,0.00013421774
109,0.18399177491664886,1.0,1.0,0.9999622702598572,1.0,0.28736287355422974,0.8046875,0.8959076404571533,0.6670312285423279,0.8403072953224182,0.00013421774
110,0.18399971723556519,1.0,1.0,0.9998867511749268,1.0,0.28978344798088074,0.7996875047683716,0.8929850459098816,0.6623437404632568,0.8370621204376221,0.000107374195
111,0.18399196863174438,1.0,1.0,0.9999056458473206,1.0,0.28966954350471497,0.8004687428474426,0.892819344997406,0.6585937738418579,0.8411791324615479,0.000107374195
112,0.1839880645275116,1.0,1.0,0.9999056458473206,1.0,0.2883393168449402,0.8029687404632568,0.904006838798523,0.6592187285423279,0.8380864858627319,0.000107374195
113,0.18401779234409332,1.0,1.0,0.9996225833892822,1.0,0.2906454801559448,0.7978125214576721,0.8879563808441162,0.6612499952316284,0.8260977268218994,0.000107374195
114,0.18400727212429047,0.9999811053276062,1.0,0.9998490214347839,0.9999999403953552,0.2895040810108185,0.7957812547683716,0.8955160975456238,0.6615625023841858,0.8372514247894287,0.000107374195
115,0.1840028464794159,0.9999811053276062,1.0,0.9998867511749268,1.0,0.2922059893608093,0.7957812547683716,0.889407753944397,0.6546875238418579,0.8334654569625854,0.000107374195
116,0.18398387730121613,1.0,1.0,0.9999622702598572,1.0,0.2868402302265167,0.8042187690734863,0.8953709602355957,0.6618750095367432,0.844359278678894,0.000107374195
117,0.18398407101631165,1.0,1.0,0.9999245405197144,1.0,0.2951489984989166,0.788281261920929,0.8956896662712097,0.6493750214576721,0.8257414102554321,0.00008589936
118,0.18397431075572968,1.0,1.0,0.9999433755874634,1.0,0.29254379868507385,0.7909374833106995,0.8877378702163696,0.6560937762260437,0.8343143463134766,0.00008589936
119,0.18397077918052673,1.0,1.0,0.9999811053276062,0.9999999403953552,0.3133613169193268,0.7446874976158142,0.8859966397285461,0.5743749737739563,0.7981309294700623,0.00008589936
120,0.18398238718509674,1.0,1.0,0.9998679161071777,1.0,0.2938973605632782,0.7890625,0.8855204582214355,0.6526562571525574,0.8280971050262451,0.00008589936
121,0.1839728057384491,1.0,1.0,0.9999622702598572,1.0,0.28971654176712036,0.7981250286102295,0.8988836407661438,0.6542187333106995,0.837299644947052,0.00008589936
122,0.18396593630313873,1.0,1.0,0.9999811053276062,1.0,0.2882987856864929,0.8042187690734863,0.8965079188346863,0.6618750095367432,0.8323733806610107,0.00008589936
123,0.18396598100662231,1.0,1.0,1.0,1.0,0.29309630393981934,0.7934374809265137,0.8941302299499512,0.6545312404632568,0.8281205892562866,0.00008589936
124,0.18396951258182526,1.0,1.0,0.9999811053276062,1.0000001192092896,0.288359135389328,0.8026562333106995,0.897707998752594,0.660937488079071,0.8441932201385498,0.000068719484
125,0.18395841121673584,1.0,1.0,0.9999811053276062,1.0,0.29281163215637207,0.7931249737739563,0.894212007522583,0.64453125,0.8327299356460571,0.000068719484
126,0.18396788835525513,1.0,1.0,0.9998679161071777,1.0,0.2912442684173584,0.7942187786102295,0.8937526345252991,0.6571875214576721,0.8361887335777283,0.000068719484
127,0.18395887315273285,1.0,1.0,0.9999433755874634,1.0,0.2921189069747925,0.7912499904632568,0.8916329741477966,0.6543750166893005,0.837665319442749,0.000068719484
128,0.1839640587568283,1.0,1.0,0.9999245405197144,0.9999999403953552,0.28790703415870667,0.8023437261581421,0.8994259238243103,0.660937488079071,0.8373663425445557,0.000068719484
129,0.1839625984430313,1.0,1.0,1.0,1.0,0.2882092595100403,0.80078125,0.8982291221618652,0.6578124761581421,0.8406167030334473,0.000068719484
